paradigm,feature_name,icc3_1,icc3_1_ci_lo,icc3_1_ci_hi,stratum_from_icc2_1
biomedclip,d0141,0.7795427316869807,0.75,0.81,good
biomedclip,d0142,0.8089517891999402,0.78,0.83,good
biomedclip,d0143,0.7897255821202438,0.76,0.82,good
biomedclip,d0144,0.8326044132796704,0.81,0.85,good
biomedclip,d0145,0.7829422513424952,0.76,0.81,good
biomedclip,d0146,0.7799778913705417,0.75,0.81,good
biomedclip,d0147,0.7952006167173025,0.77,0.82,good
biomedclip,d0148,0.8099446710423419,0.78,0.83,good
biomedclip,d0149,0.7822534453044712,0.75,0.81,good
biomedclip,d0150,0.8108465641288729,0.79,0.83,good
biomedclip,d0151,0.8245804323659524,0.8,0.85,good
biomedclip,d0152,0.8531419713748143,0.83,0.87,good
biomedclip,d0153,0.8002025622756046,0.77,0.83,good
biomedclip,d0154,0.8756523320637866,0.86,0.89,good
biomedclip,d0155,0.8042098822958444,0.78,0.83,good
biomedclip,d0156,0.8440728124237564,0.82,0.86,good
biomedclip,d0157,0.7782147117890654,0.75,0.81,good
biomedclip,d0158,0.8101061341870107,0.79,0.83,good
biomedclip,d0159,0.7648885174291454,0.74,0.79,good
biomedclip,d0160,0.7669225296786554,0.74,0.8,good
biomedclip,d0161,0.872505080111128,0.85,0.89,good
biomedclip,d0162,0.7203519223344876,0.69,0.75,moderate
biomedclip,d0163,0.7846850917790407,0.76,0.81,good
biomedclip,d0164,0.873037648197075,0.86,0.89,good
biomedclip,d0165,0.8585697943486835,0.84,0.88,good
biomedclip,d0166,0.8567407441548377,0.84,0.88,good
biomedclip,d0167,0.8489968461288455,0.83,0.87,good
biomedclip,d0168,0.8013470765548495,0.78,0.83,good
biomedclip,d0169,0.8438080577623157,0.82,0.86,good
biomedclip,d0170,0.8067459562761122,0.78,0.83,good
biomedclip,d0171,0.769060362452879,0.74,0.8,good
biomedclip,d0172,0.8175104549273555,0.79,0.84,good
biomedclip,d0173,0.7972748731467767,0.77,0.82,good
biomedclip,d0174,0.7733756820463281,0.74,0.8,good
biomedclip,d0175,0.7843925280720729,0.76,0.81,good
biomedclip,d0176,0.7842450948621782,0.76,0.81,good
biomedclip,d0177,0.6980532756689273,0.66,0.73,moderate
biomedclip,d0178,0.7618785819583836,0.73,0.79,good
biomedclip,d0179,0.7962663945646978,0.77,0.82,good
biomedclip,d0180,0.7838622396837756,0.76,0.81,good
biomedclip,d0181,0.8067084243016116,0.78,0.83,good
biomedclip,d0182,0.7380090391166504,0.71,0.77,moderate
biomedclip,d0183,0.8396102325051913,0.82,0.86,good
biomedclip,d0184,0.8110532273726099,0.79,0.83,good
biomedclip,d0185,0.7469957423984125,0.72,0.78,moderate
biomedclip,d0186,0.8258011556802225,0.8,0.85,good
biomedclip,d0187,0.8610080765062402,0.84,0.88,good
biomedclip,d0188,0.7394616494764937,0.71,0.77,moderate
biomedclip,d0189,0.7933913507656102,0.77,0.82,good
biomedclip,d0190,0.8540525279228611,0.83,0.87,good
biomedclip,d0191,0.796050169630747,0.77,0.82,good
biomedclip,d0192,0.9032755994172234,0.89,0.92,good
biomedclip,d0193,0.9171077848669628,0.9,0.93,excellent
biomedclip,d0194,0.7602402877033865,0.73,0.79,good
biomedclip,d0195,0.7903891930618712,0.76,0.82,good
biomedclip,d0196,0.8492572379251472,0.83,0.87,good
biomedclip,d0197,0.8687219426035411,0.85,0.89,good
biomedclip,d0198,0.8825538588601161,0.87,0.9,good
biomedclip,d0199,0.8123221585740341,0.79,0.84,good
biomedclip,d0200,0.7545559916583253,0.72,0.78,good
biomedclip,d0201,0.7485091066125682,0.72,0.78,moderate
biomedclip,d0202,0.7547950752156999,0.72,0.78,good
biomedclip,d0203,0.7522948043007205,0.72,0.78,good
biomedclip,d0204,0.8063931487935806,0.78,0.83,good
biomedclip,d0205,0.7378314474453824,0.71,0.77,moderate
biomedclip,d0206,0.8282077263556018,0.81,0.85,good
biomedclip,d0207,0.8600684809091154,0.84,0.88,good
biomedclip,d0208,0.8419837978538426,0.82,0.86,good
biomedclip,d0209,0.8538278567983867,0.83,0.87,good
biomedclip,d0210,0.8518490646367973,0.83,0.87,good
biomedclip,d0211,0.8201035598004137,0.8,0.84,good
biomedclip,d0212,0.8803490200235426,0.86,0.9,good
biomedclip,d0213,0.8043741188814885,0.78,0.83,good
biomedclip,d0214,0.8779188287688756,0.86,0.89,good
biomedclip,d0215,0.7324445445815295,0.7,0.76,moderate
biomedclip,d0216,0.8363075947729006,0.81,0.86,good
biomedclip,d0217,0.8050170657145506,0.78,0.83,good
biomedclip,d0218,0.8559500957405864,0.84,0.87,good
biomedclip,d0219,0.855114029183918,0.84,0.87,good
biomedclip,d0220,0.7756930204171503,0.75,0.8,good
biomedclip,d0221,0.7932439921115874,0.77,0.82,good
biomedclip,d0222,0.7941341240560321,0.77,0.82,good
biomedclip,d0223,0.8740379573792978,0.86,0.89,good
biomedclip,d0224,0.7455022952832401,0.71,0.78,moderate
biomedclip,d0225,0.7499308493395609,0.72,0.78,moderate
biomedclip,d0226,0.8995639999674488,0.88,0.91,good
biomedclip,d0227,0.7892334347917837,0.76,0.82,good
biomedclip,d0228,0.8794992857854776,0.86,0.9,good
biomedclip,d0229,0.8011688856093954,0.78,0.83,good
biomedclip,d0230,0.8485734447077543,0.83,0.87,good
biomedclip,d0231,0.7491012878212905,0.72,0.78,moderate
biomedclip,d0232,0.901394817929742,0.89,0.91,good
biomedclip,d0233,0.8730083521245731,0.86,0.89,good
biomedclip,d0234,0.7446385284018124,0.71,0.77,moderate
biomedclip,d0235,0.7817747233561458,0.75,0.81,good
biomedclip,d0236,0.8172806443123167,0.79,0.84,good
biomedclip,d0237,0.8749896749126691,0.86,0.89,good
biomedclip,d0238,0.8091751261469649,0.78,0.83,good
biomedclip,d0239,0.8301204689097187,0.81,0.85,good
biomedclip,d0240,0.893555376733682,0.88,0.91,good
biomedclip,d0241,0.8803406994810873,0.86,0.9,good
biomedclip,d0242,0.8460888309117591,0.82,0.87,good
biomedclip,d0243,0.8776579330988394,0.86,0.89,good
biomedclip,d0244,0.8253874701082603,0.8,0.85,good
biomedclip,d0245,0.7424443626822226,0.71,0.77,moderate
biomedclip,d0246,0.857739583440432,0.84,0.88,good
biomedclip,d0247,0.8029345937607995,0.78,0.83,good
biomedclip,d0248,0.8582208568984403,0.84,0.88,good
biomedclip,d0249,0.8954163353853447,0.88,0.91,good
biomedclip,d0250,0.7999789116343565,0.77,0.83,good
biomedclip,d0251,0.8070989439084927,0.78,0.83,good
biomedclip,d0252,0.870884942280372,0.85,0.89,good
biomedclip,d0253,0.8013827964067999,0.78,0.83,good
biomedclip,d0254,0.8454026733632973,0.82,0.87,good
biomedclip,d0255,0.8307430688811054,0.81,0.85,good
biomedclip,d0256,0.7721517520157032,0.74,0.8,good
biomedclip,d0257,0.8270473987393032,0.8,0.85,good
biomedclip,d0258,0.7517523665162933,0.72,0.78,good
biomedclip,d0259,0.8393127422805898,0.82,0.86,good
biomedclip,d0260,0.7570561210803415,0.73,0.79,good
biomedclip,d0261,0.8095118814774713,0.78,0.83,good
biomedclip,d0262,0.8203467822912784,0.8,0.84,good
biomedclip,d0263,0.8202152195882801,0.8,0.84,good
biomedclip,d0264,0.8991430592332417,0.88,0.91,good
biomedclip,d0265,0.8333773804343284,0.81,0.85,good
biomedclip,d0266,0.8660149518237961,0.85,0.88,good
biomedclip,d0267,0.7844782374811501,0.76,0.81,good
biomedclip,d0268,0.8083915134385253,0.78,0.83,good
biomedclip,d0269,0.7753091722843702,0.75,0.8,good
biomedclip,d0270,0.7318898902284264,0.7,0.76,moderate
biomedclip,d0271,0.7986332813960965,0.77,0.82,good
biomedclip,d0272,0.8325780902801216,0.81,0.85,good
biomedclip,d0273,0.8244575238924423,0.8,0.85,good
biomedclip,d0274,0.8371655239073268,0.82,0.86,good
biomedclip,d0275,0.8813960762543036,0.86,0.9,good
biomedclip,d0276,0.8552098815662352,0.84,0.87,good
biomedclip,d0277,0.7665954400972215,0.74,0.79,good
biomedclip,d0278,0.8080463014468947,0.78,0.83,good
biomedclip,d0279,0.837608490980863,0.82,0.86,good
biomedclip,d0280,0.7821959807198218,0.75,0.81,good
biomedclip,d0281,0.7695253122873796,0.74,0.8,good
biomedclip,d0282,0.7830179633796103,0.76,0.81,good
biomedclip,d0283,0.7779428244261898,0.75,0.81,good
biomedclip,d0284,0.7928867305161605,0.77,0.82,good
biomedclip,d0285,0.8539210333821105,0.83,0.87,good
biomedclip,d0286,0.8457868074323664,0.82,0.87,good
biomedclip,d0287,0.7131500479380484,0.68,0.75,moderate
biomedclip,d0288,0.8390272241832866,0.82,0.86,good
biomedclip,d0289,0.8227426581941478,0.8,0.85,good
biomedclip,d0290,0.7037089819678444,0.67,0.74,moderate
biomedclip,d0291,0.809168343769093,0.78,0.83,good
biomedclip,d0292,0.7766930267764588,0.75,0.8,good
biomedclip,d0293,0.816586201421571,0.79,0.84,good
biomedclip,d0294,0.9102838936239792,0.9,0.92,good
biomedclip,d0295,0.8613871992031609,0.84,0.88,good
biomedclip,d0296,0.8606078373846495,0.84,0.88,good
biomedclip,d0297,0.7971852953031441,0.77,0.82,good
biomedclip,d0298,0.7369715500558627,0.71,0.77,moderate
biomedclip,d0299,0.8662750500735726,0.85,0.88,good
biomedclip,d0300,0.8047907887152168,0.78,0.83,good
biomedclip,d0301,0.7828825495776487,0.76,0.81,good
biomedclip,d0302,0.7946870292696678,0.77,0.82,good
biomedclip,d0303,0.7640667876620265,0.73,0.79,good
biomedclip,d0304,0.769120014878976,0.74,0.8,good
biomedclip,d0305,0.8730135301397837,0.86,0.89,good
biomedclip,d0306,0.7456024780621099,0.71,0.78,moderate
biomedclip,d0307,0.7513853900783956,0.72,0.78,good
biomedclip,d0308,0.8293375742823617,0.81,0.85,good
biomedclip,d0309,0.8562987266595634,0.84,0.88,good
biomedclip,d0310,0.7872694665795453,0.76,0.81,good
biomedclip,d0311,0.7774400183124484,0.75,0.8,good
biomedclip,d0312,0.8278635738226315,0.8,0.85,good
biomedclip,d0313,0.770424702687285,0.74,0.8,good
biomedclip,d0314,0.7747750935090357,0.75,0.8,good
biomedclip,d0315,0.7838732540164659,0.76,0.81,good
biomedclip,d0316,0.8898577003266779,0.87,0.9,good
biomedclip,d0317,0.8254454498273138,0.8,0.85,good
biomedclip,d0318,0.7930296090182856,0.77,0.82,good
biomedclip,d0319,0.8576472526403476,0.84,0.88,good
biomedclip,d0320,0.7850217255630665,0.76,0.81,good
biomedclip,d0321,0.8150301051389792,0.79,0.84,good
biomedclip,d0322,0.7740340554549117,0.75,0.8,good
biomedclip,d0323,0.8387283729778179,0.82,0.86,good
biomedclip,d0324,0.7948737765845337,0.77,0.82,good
biomedclip,d0325,0.81582757631875,0.79,0.84,good
biomedclip,d0326,0.8574866948834944,0.84,0.88,good
biomedclip,d0327,0.7660823301039426,0.74,0.79,good
biomedclip,d0328,0.8202698463121985,0.8,0.84,good
biomedclip,d0329,0.7354784306616603,0.7,0.77,moderate
biomedclip,d0330,0.8440064662489059,0.82,0.86,good
biomedclip,d0331,0.8079273015009331,0.78,0.83,good
biomedclip,d0332,0.8353416570445484,0.81,0.86,good
biomedclip,d0333,0.8500729271384566,0.83,0.87,good
biomedclip,d0334,0.7525945799543845,0.72,0.78,moderate
biomedclip,d0335,0.7458768768649234,0.72,0.78,moderate
biomedclip,d0336,0.7624063169227463,0.73,0.79,good
biomedclip,d0337,0.7494988118282493,0.72,0.78,moderate
biomedclip,d0338,0.8513873243195689,0.83,0.87,good
biomedclip,d0339,0.7601928554990788,0.73,0.79,good
biomedclip,d0340,0.8072965024673379,0.78,0.83,good
biomedclip,d0341,0.8031555120526743,0.78,0.83,good
biomedclip,d0342,0.8165913259377248,0.79,0.84,good
biomedclip,d0343,0.8598556701403968,0.84,0.88,good
biomedclip,d0344,0.8105042532945946,0.79,0.83,good
biomedclip,d0345,0.871293271999502,0.85,0.89,good
biomedclip,d0346,0.8480769489353451,0.83,0.87,good
biomedclip,d0347,0.7741871173477508,0.75,0.8,good
biomedclip,d0348,0.8917606606486149,0.88,0.91,good
biomedclip,d0349,0.8133365218751031,0.79,0.84,good
biomedclip,d0350,0.8054030514224678,0.78,0.83,good
biomedclip,d0351,0.7304172657155644,0.7,0.76,moderate
biomedclip,d0352,0.81376888697492,0.79,0.84,good
biomedclip,d0353,0.7495803032366732,0.72,0.78,moderate
biomedclip,d0354,0.754826682690313,0.72,0.78,good
biomedclip,d0355,0.7825222447531283,0.75,0.81,good
biomedclip,d0356,0.8103689880911956,0.79,0.83,good
biomedclip,d0357,0.8791664004223256,0.86,0.9,good
biomedclip,d0358,0.8358591519994276,0.81,0.86,good
biomedclip,d0359,0.8644866720608567,0.85,0.88,good
biomedclip,d0360,0.791357050497854,0.76,0.82,good
biomedclip,d0361,0.8317371197355342,0.81,0.85,good
biomedclip,d0362,0.7573591158706486,0.73,0.79,good
biomedclip,d0363,0.88054977567731,0.86,0.9,good
biomedclip,d0364,0.7974328938528918,0.77,0.82,good
biomedclip,d0365,0.8015230187182881,0.78,0.83,good
biomedclip,d0366,0.8296622000413266,0.81,0.85,good
biomedclip,d0367,0.811877298158868,0.79,0.84,good
biomedclip,d0368,0.7682990379299286,0.74,0.8,good
biomedclip,d0369,0.8232547774178813,0.8,0.85,good
biomedclip,d0370,0.8046374234556961,0.78,0.83,good
biomedclip,d0371,0.8452755574089157,0.82,0.87,good
biomedclip,d0372,0.7698369061447892,0.74,0.8,good
biomedclip,d0373,0.8361376108804813,0.81,0.86,good
biomedclip,d0374,0.7985083929161622,0.77,0.82,good
biomedclip,d0375,0.7891820348493299,0.76,0.82,good
biomedclip,d0376,0.8345604090302197,0.81,0.86,good
biomedclip,d0377,0.7044896408806409,0.67,0.74,moderate
biomedclip,d0378,0.8691334510851884,0.85,0.89,good
biomedclip,d0379,0.8322311661980974,0.81,0.85,good
biomedclip,d0380,0.806820408323332,0.78,0.83,good
biomedclip,d0381,0.8775475684938734,0.86,0.89,good
biomedclip,d0382,0.7797165252247318,0.75,0.81,good
biomedclip,d0383,0.7402268688564191,0.71,0.77,moderate
biomedclip,d0384,0.8563515788286992,0.84,0.88,good
biomedclip,d0385,0.8024686959891273,0.78,0.83,good
biomedclip,d0386,0.7816151305941065,0.75,0.81,good
biomedclip,d0387,0.7651686703346577,0.74,0.79,good
biomedclip,d0388,0.784878320579909,0.76,0.81,good
biomedclip,d0389,0.7880174451818828,0.76,0.81,good
biomedclip,d0390,0.8194956239157742,0.8,0.84,good
biomedclip,d0391,0.8254894904878147,0.8,0.85,good
biomedclip,d0392,0.8168920091694744,0.79,0.84,good
biomedclip,d0393,0.8088103101743733,0.78,0.83,good
biomedclip,d0394,0.8181732979952216,0.79,0.84,good
biomedclip,d0395,0.7966347105907634,0.77,0.82,good
biomedclip,d0396,0.8432558266715445,0.82,0.86,good
biomedclip,d0397,0.8407873281475848,0.82,0.86,good
biomedclip,d0398,0.8124349223988143,0.79,0.84,good
biomedclip,d0399,0.841530788274327,0.82,0.86,good
biomedclip,d0400,0.7719850024900882,0.74,0.8,good
biomedclip,d0401,0.7952418927909067,0.77,0.82,good
biomedclip,d0402,0.8706832817148724,0.85,0.89,good
biomedclip,d0403,0.8362258436436959,0.81,0.86,good
biomedclip,d0404,0.8673135674270117,0.85,0.88,good
biomedclip,d0405,0.842634327479875,0.82,0.86,good
biomedclip,d0406,0.8621444865040229,0.84,0.88,good
biomedclip,d0407,0.8579947874861333,0.84,0.88,good
biomedclip,d0408,0.7307606152908607,0.7,0.76,moderate
biomedclip,d0409,0.8002901328447769,0.77,0.83,good
biomedclip,d0410,0.823596044082677,0.8,0.85,good
biomedclip,d0411,0.7398086254345339,0.71,0.77,moderate
biomedclip,d0412,0.775558448696284,0.75,0.8,good
biomedclip,d0413,0.8585020877275636,0.84,0.88,good
biomedclip,d0414,0.8069041484143904,0.78,0.83,good
biomedclip,d0415,0.7572914775199602,0.73,0.79,good
biomedclip,d0416,0.7343860695388486,0.7,0.77,moderate
biomedclip,d0417,0.825462796051132,0.8,0.85,good
biomedclip,d0418,0.8241791795723054,0.8,0.85,good
biomedclip,d0419,0.8207470878781278,0.8,0.84,good
biomedclip,d0420,0.7767612133067252,0.75,0.8,good
biomedclip,d0421,0.8254946338213299,0.8,0.85,good
biomedclip,d0422,0.7681599574666687,0.74,0.8,good
biomedclip,d0423,0.7729475777267664,0.74,0.8,good
biomedclip,d0424,0.7614034077223855,0.73,0.79,good
biomedclip,d0425,0.774410939786002,0.75,0.8,good
biomedclip,d0426,0.8435858616933871,0.82,0.86,good
biomedclip,d0427,0.7919907122341825,0.77,0.82,good
biomedclip,d0428,0.8005606075388202,0.77,0.83,good
biomedclip,d0429,0.8020964041406683,0.78,0.83,good
biomedclip,d0430,0.7901220510393229,0.76,0.82,good
biomedclip,d0431,0.8476720463089148,0.83,0.87,good
biomedclip,d0432,0.8577604716031692,0.84,0.88,good
biomedclip,d0433,0.7495145087000461,0.72,0.78,moderate
biomedclip,d0434,0.7982476061375025,0.77,0.82,good
biomedclip,d0435,0.7692068363157054,0.74,0.8,good
biomedclip,d0436,0.7549277063827078,0.72,0.78,good
biomedclip,d0437,0.8143098254779711,0.79,0.84,good
biomedclip,d0438,0.8035456614406725,0.78,0.83,good
biomedclip,d0439,0.7888976039576541,0.76,0.82,good
biomedclip,d0440,0.7700299450999961,0.74,0.8,good
biomedclip,d0441,0.770084234414676,0.74,0.8,good
biomedclip,d0442,0.8065983195473206,0.78,0.83,good
biomedclip,d0443,0.808886784061398,0.78,0.83,good
biomedclip,d0444,0.7952461322207401,0.77,0.82,good
biomedclip,d0445,0.8019731292985374,0.78,0.83,good
biomedclip,d0446,0.817594714996803,0.79,0.84,good
biomedclip,d0447,0.6862924781083114,0.65,0.72,moderate
biomedclip,d0448,0.7993371350577351,0.77,0.82,good
biomedclip,d0449,0.8157897617836202,0.79,0.84,good
biomedclip,d0450,0.7504030549685149,0.72,0.78,good
biomedclip,d0451,0.8094262183120688,0.78,0.83,good
biomedclip,d0452,0.8354488537522337,0.81,0.86,good
biomedclip,d0453,0.772081267878937,0.74,0.8,good
biomedclip,d0454,0.8634500855596388,0.84,0.88,good
biomedclip,d0455,0.8061561262613866,0.78,0.83,good
biomedclip,d0456,0.819305856264543,0.8,0.84,good
biomedclip,d0457,0.8653062918536223,0.85,0.88,good
biomedclip,d0458,0.7888076008749614,0.76,0.81,good
biomedclip,d0459,0.8034505380693419,0.78,0.83,good
biomedclip,d0460,0.7071945724845077,0.67,0.74,moderate
biomedclip,d0461,0.754251569943827,0.72,0.78,good
biomedclip,d0462,0.7945959971115373,0.77,0.82,good
biomedclip,d0463,0.7567339066256049,0.73,0.79,good
biomedclip,d0464,0.7518333824354833,0.72,0.78,moderate
biomedclip,d0465,0.8726222994648865,0.85,0.89,good
biomedclip,d0466,0.8831536975219801,0.87,0.9,good
biomedclip,d0467,0.7603839517289684,0.73,0.79,good
biomedclip,d0468,0.7292120823244953,0.7,0.76,moderate
biomedclip,d0469,0.7957987799360993,0.77,0.82,good
biomedclip,d0470,0.8797807968575657,0.86,0.9,good
biomedclip,d0471,0.8909725185869477,0.88,0.91,good
biomedclip,d0472,0.8794710148753746,0.86,0.9,good
biomedclip,d0473,0.7290658714535263,0.7,0.76,moderate
biomedclip,d0474,0.7660478732615459,0.74,0.79,good
biomedclip,d0475,0.8585154622415456,0.84,0.88,good
biomedclip,d0476,0.8994199432819826,0.88,0.91,good
biomedclip,d0477,0.7790344989493427,0.75,0.81,good
biomedclip,d0478,0.8609784527338089,0.84,0.88,good
biomedclip,d0479,0.833210737938813,0.81,0.85,good
biomedclip,d0480,0.8312531030564075,0.81,0.85,good
biomedclip,d0481,0.7368913441914937,0.71,0.77,moderate
biomedclip,d0482,0.8117469082270404,0.79,0.84,good
biomedclip,d0483,0.7356232389535651,0.7,0.77,moderate
biomedclip,d0484,0.838886710041594,0.82,0.86,good
biomedclip,d0485,0.8039222256712907,0.78,0.83,good
biomedclip,d0486,0.864888572187428,0.85,0.88,good
biomedclip,d0487,0.8363422940926025,0.81,0.86,good
biomedclip,d0488,0.7895583147082095,0.76,0.82,good
biomedclip,d0489,0.8271341855522512,0.8,0.85,good
biomedclip,d0490,0.8375169156383002,0.82,0.86,good
biomedclip,d0491,0.8467807484287936,0.83,0.87,good
biomedclip,d0492,0.8652244727905887,0.85,0.88,good
biomedclip,d0493,0.7670249800835649,0.74,0.8,good
biomedclip,d0494,0.8375203492126202,0.82,0.86,good
biomedclip,d0495,0.835197658214549,0.81,0.86,good
biomedclip,d0496,0.7978938429826683,0.77,0.82,good
biomedclip,d0497,0.8183801044483217,0.79,0.84,good
biomedclip,d0498,0.8846263206689693,0.87,0.9,good
biomedclip,d0499,0.8291632511631377,0.81,0.85,good
biomedclip,d0500,0.8528829855366181,0.83,0.87,good
biomedclip,d0501,0.823146655761129,0.8,0.85,good
biomedclip,d0502,0.8355208858055815,0.81,0.86,good
biomedclip,d0503,0.8455347479934694,0.82,0.87,good
biomedclip,d0504,0.8071670501774452,0.78,0.83,good
biomedclip,d0505,0.838529529786639,0.82,0.86,good
biomedclip,d0506,0.7891706417051833,0.76,0.82,good
biomedclip,d0507,0.7986860819055852,0.77,0.82,good
biomedclip,d0508,0.8009903194797054,0.78,0.83,good
biomedclip,d0509,0.8054323123107131,0.78,0.83,good
biomedclip,d0510,0.8371695126474585,0.82,0.86,good
biomedclip,d0511,0.7870011549204525,0.76,0.81,good
